63,2275
104,2333
131,2083
133,2301
146,2087
154,2251
155,2497
158,2273
161,1093
190,2293
268,2437
324,2308
326,2679
327,2270
381,106
441,253
473,497
503,635
543,221
551,780
582,67
625,64
645,30
650,239
652,338
663,46
672,15
705,28
713,307
721,440
742,316
745,370
747,34
751,87
759,1011
772,52
773,317
786,220
790,204
835,499
859,319
860,215
907,313
917,216
957,345
983,320
1009,286
1019,209
1033,309
1034,257
1038,232
1044,381
1054,362
1063,211
1078,292
1092,1322
1121,222
1122,285
1137,201
1142,637
1159,219
1168,235
1168,901
1189,810
1220,279
1227,242
1240,633
1244,334
1245,1117
1251,653
1255,208
1271,297
1304,271
1318,218
1345,960
1353,934
1360,335
1366,265
1376,733
1396,666
1413,573
1416,690
1449,773
1451,617
1462,639
1464,607
1496,581
1499,591
1506,572
1507,585
1533,753
1535,569
1553,636
1579,825
1580,1051
1582,658
1588,719
1599,606
1603,651
1618,562
1620,614
1635,629
1648,1258
1649,738
1652,699
1678,579
1680,626
1684,613
1711,634
1725,1042
1741,597
1753,900
1761,625
1772,914
1799,574
1803,592
1809,1041
1814,928
1841,911
1852,920
1898,908
1931,918
1937,906
1961,922
1976,235
1993,904
1999,940
2005,944
2014,1247
2027,936
2043,937
2050,6386
2054,935
2058,896
2066,1182
2083,930
2096,1263
2106,1190
2156,1225
2157,1185
2162,1175
2164,1222
2187,1546
2193,1164
2208,1208
2228,1218
2245,1214
2246,1463
2248,1240
2252,1319
2265,1219
2276,1188
2282,1165
2287,1254
2320,1537
2321,1451
2332,1168
2338,1167
2339,1176
2346,1178
2351,1217
2352,1209
2358,1220
2359,1488
2380,5590
2382,1441
2386,1425
2396,1469
2405,1422
2406,1453
2432,1437
2460,1434
2471,1819
2480,1450
2481,1787
2524,1427
2531,1799
2540,1483
2540,1895
2579,1687
2605,1768
2606,1806
2632,1714
2635,1684
2646,1447
2648,1494
2649,1713
2679,1724
2699,1934
2744,1685
2764,1694
2766,2187
2767,1737
2794,1706
2800,1717
2831,1949
2832,1992
2835,1914
2845,1962
2848,1690
2852,1707
2862,1736
2867,1919
2870,1948
2892,1991
2902,2022
2905,1910
2915,2003
2920,2000
2944,1977
2946,1932
2969,1943
2971,2178
2979,1952
2987,1959
2990,1898
2995,1964
2998,2041
3006,1899
3009,1896
3019,1905
3021,1942
3028,1901
3051,1967
3056,2091
3057,2098
3071,2119
3087,1900
3097,2164
3099,2439
3119,1923
3138,2118
3172,2112
3269,5590
3286,6386
3317,6810
3345,6681
3405,5072
3418,5841
3421,6570
3487,6676
